Id;Name;Country;Stadium;Coach;National;NameJapanese;NameSpanish;NameLatamSpanish;NameEnglish;NameUSEnglish;NameItalian;NamePortuguese;NameBrazilian;NameFrench;NameGerman;NameDutch;NameSwedish;NameRussian;NameGreek;NameTurkish;NameSimplifiedChinese;NameDatabase;NameEmpty1;NameEmpty2;NameEmpty3;NameEmpty4;ShortNameLicensed;ShortNameFake;Abbreviation;Commentary;StadiumFile;StadiumName;StadiumFileName;EmblemFile;EmblemFileName;Rival1;Rival2;Rival3;Banner1;Banner2;Banner3;Banner4;Kit1;Kit2;Kit3;Kit4;Kit5;Kit6;Kit7;Kit8;Kit9;Kit10;TeamColor1R;TeamColor1G;TeamColor1B;TeamColor2R;TeamColor2G;TeamColor2B;TurfPattern;SidelineColour;SeatColour;GoalStyle;NetPattern;GoalNettingDesign;GoalNettingColor1R;GoalNettingColor1G;GoalNettingColor1B;GoalNettingColor2R;GoalNettingColor2G;GoalNettingColor2B;Sponsor1;Sponsor2;Sponsor3;SponsorFile1;SponsorFile2;SponsorFile3;SponsorColorR;SponsorColorG;SponsorColorB;EditName;EditEmblem;EditStadium;EditStadiumName;EditStadiumFile;EditStadiumDetails;EditStadiumDetails2;EditRivals;EditBanners;EditTeamColors;EditCoach;EditSponsorFile;EditSponsorColors;EditSponsor;Edit1;Fake;LicencedPlayers;LicencedKits;LicencedCoach;LicencedCoach2;FeederTeam;ParentTeam;NonPlayableLeague;HasAnthem;AnthemStandingStyle;AnthemPlayersSinging;AnthemStandingAngle;Value1;Value2;Value3;Value4;Value5;Value6;Value7;ValueFF;Team2020_1;Team2020_2;Team2020_3;Team2020_4;Team2020_5;Team2020_6;Team2020_7;Team2020_8;Team2020_9;Team2020_10;Team2020_11;Country2020_1;Country2020_2;Country2020_3;Country2020_4;Country2020_5;Value2020_1;Value2020_2;Value2020_3;Value2020_4;Value2020_5;Value2020_6;Value2020_7;Value2020_8;Value2020_9;Value2020_10;Value2020_11;Value2020_12;Value2020_13;Value2020_14;Value2020_15;Value2020_16;Value2020_17
31;RUSSIA;230;15;232065;True;ロシア;RUSIA;RUSIA;RUSSIA;RUSSIA;RUSSIA;RÚSSIA;RÚSSIA;RUSSIE;RUSSLAND;RUSLAND;RYSSLAND;РОССИЯ;ΡΩΣΙΑ;RUSYA;俄罗斯;;;;;;RUS;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;230;0;0;0;0;0;-1;0;0;1966080;63570020;0;20;1;0;0;-1;0;0;0;0
32;MOROCCO;76;15;493462;True;モロッコ;MARRUECOS;MARRUECOS;MOROCCO;MOROCCO;MAROCCO;MARROCOS;MARROCOS;MAROC;MAROKKO;MAROKKO;MAROCKO;МАРОККО;ΜΑΡΟΚΟ;FAS;摩洛哥;;;;;;MAR;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;2;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;-1;0;0;1966080;63570020;0;20;1;0;0;-1;0;0;0;0
33;TUNISIA;92;60;495380;True;チュニジア;TÚNEZ;TÚNEZ;TUNISIA;TUNISIA;TUNISIA;TUNÍSIA;TUNÍSIA;TUNISIE;TUNESIEN;TUNESIË;TUNISIEN;ТУНИС;ΤΥΝΗΣΙΑ;TUNUS;突尼斯;;;;;;TUN;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;0;0;0;-1;0;0;1703936;128139364;0;20;1;0;0;-1;0;0;0;0
34;EGYPT;58;15;495394;True;エジプト;EGIPTO;EGIPTO;EGYPT;EGYPT;EGITTO;EGIPTO;EGITO;ÉGYPTE;ÄGYPTEN;EGYPTE;EGYPTEN;ЕГИПЕТ;ΑΙΓΥΠΤΟΣ;MISIR;埃及;;;;;;EGY;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;1;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;-1;0;0;1114112;111640676;0;20;1;0;0;-1;0;0;0;0
35;NIGERIA;80;15;493615;True;ナイジェリア;NIGERIA;NIGERIA;NIGERIA;NIGERIA;NIGERIA;NIGÉRIA;NIGÉRIA;NIGERIA;NIGERIA;NIGERIA;NIGERIA;НИГЕРИЯ;ΝΙΓΗΡΙΑ;NİJERYA;尼日利亚;;;;;;NGA;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;2;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;-1;0;0;3670016;73547876;0;20;1;0;0;-1;0;0;0;0
36;CAMEROON;50;15;393512;True;カメルーン;CAMERÚN;CAMERÚN;CAMEROON;CAMEROON;CAMERUN;CAMARÕES;CAMARÕES;CAMEROUN;KAMERUN;KAMEROEN;KAMERUN;КАМЕРУН;ΚΑΜΕΡΟΥΝ;KAMERUN;喀麦隆;;;;;;CMR;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;-1;0;0;1703936;109412452;0;20;1;0;0;-1;0;0;0;0
37;SOUTH AFRICA;87;60;494071;True;南アフリカ;SUDÁFRICA;SUDÁFRICA;SOUTH AFRICA;SOUTH AFRICA;SUDAFRICA;ÁFRICA DO SUL;ÁFRICA DO SUL;AFRIQUE DU SUD;SÜDAFRIKA;ZUID-AFRIKA;SYDAFRIKA;ЮЖНО-АФРИКАНСКАЯ РЕСП.;ΝΟΤΙΑ ΑΦΡΙΚΗ;GÜNEY AFRİKA;南非;;;;;;ZAF;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;-1;0;0;589824;82640996;0;20;1;0;0;-1;0;0;0;0
38;SENEGAL;83;15;493648;True;セネガル;SENEGAL;SENEGAL;SENEGAL;SENEGAL;SENEGAL;SENEGAL;SENEGAL;SÉNÉGAL;SENEGAL;SENEGAL;SENEGAL;СЕНЕГАЛ;ΣΕΝΕΓΑΛΗ;SENEGAL;塞内加尔;;;;;;SEN;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;2;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0;0;0;0;0;-1;0;0;1441792;109477988;0;20;1;0;0;-1;0;0;0;0
39;USA;135;60;495037;True;アメリカ合衆国;ESTADOS UNIDOS;ESTADOS UNIDOS;USA;UNITED STATES;STATI UNITI;ESTADOS UNIDOS;ESTADOS UNIDOS;ÉTATS-UNIS;USA;VERENIGDE STATEN;USA;США;ΗΝΩΜΕΝΕΣ ΠΟΛΙΤΕΙΕΣ;BİRLEŞİK DEVLETLER;美国;;;;;;USA;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;True;2;2;2;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;135;0;0;0;0;0;-1;0;0;2293760;90538084;0;20;1;0;0;-1;0;0;0;0
40;MEXICO;124;60;393301;True;メキシコ;MÉXICO;MÉXICO;MEXICO;MEXICO;MESSICO;MÉXICO;MÉXICO;MEXIQUE;MEXIKO;MEXICO;MEXIKO;МЕКСИКА;ΜΕΞΙΚΟ;MEKSİKA;墨西哥;;;;;;MEX;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0;0;0;-1;0;0;1441792;82428004;0;20;1;0;0;-1;0;0;0;0
41;JAMAICA;122;15;494204;True;ジャマイカ;JAMAICA;JAMAICA;JAMAICA;JAMAICA;GIAMAICA;JAMAICA;JAMAICA;JAMAÏQUE;JAMAIKA;JAMAICA;JAMAICA;ЯМАЙКА;ΤΖΑΜΑΪΚΑ;JAMAİKA;牙买加;;;;;;JAM;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;1;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;0;0;0;-1;0;0;1114112;128286820;0;20;1;0;0;-1;0;0;0;0
42;COSTA RICA;112;60;495049;True;コスタリカ;COSTA RICA;COSTA RICA;COSTA RICA;COSTA RICA;COSTA RICA;COSTA RICA;COSTA RICA;COSTA RICA;COSTA RICA;COSTA RICA;COSTA RICA;КОСТА-РИКА;ΚΟΣΤΑ ΡΙΚΑ;KOSTA RİKA;哥斯达黎加;;;;;;CRI;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0;0;0;0;0;-1;0;0;851968;74252388;0;20;1;0;0;-1;0;0;0;0
43;HONDURAS;121;15;495094;True;ホンジュラス;HONDURAS;HONDURAS;HONDURAS;HONDURAS;HONDURAS;HONDURAS;HONDURAS;HONDURAS;HONDURAS;HONDURAS;HONDURAS;ГОНДУРАС;ΟΝΔΟΥΡΑ;HONDURAS;洪都拉斯;;;;;;HND;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;True;2;2;2;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;121;0;0;0;0;0;-1;0;0;2293760;90538084;0;20;1;0;0;-1;0;0;0;0
44;COLOMBIA;148;15;393494;True;コロンビア;COLOMBIA;COLOMBIA;COLOMBIA;COLOMBIA;COLOMBIA;COLÔMBIA;COLÔMBIA;COLOMBIE;KOLUMBIEN;COLOMBIA;COLOMBIA;КОЛУМБИЯ;ΚΟΛΟΜΒΙΑ;KOLOMBİYA;哥伦比亚;;;;;;COL;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;True;2;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;148;0;0;0;0;0;-1;0;0;1441792;128204900;0;20;1;0;0;-1;0;0;0;0
45;BRAZIL;146;24;493405;True;ブラジル;BRASIL;BRASIL;BRAZIL;BRAZIL;BRASILE;BRASIL;BRASIL;BRÉSIL;BRASILIEN;BRAZILIË;BRASILIEN;БРАЗИЛИЯ;ΒΡΑΖΙΛΙΑ;BREZİLYA;巴西;;;;;;BRA;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;True;2;2;2;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;146;0;0;0;0;0;-1;0;0;2293760;90538084;0;20;1;0;0;-1;0;0;0;0
46;PERU;151;15;393609;True;ペルー;PERÚ;PERÚ;PERU;PERU;PERÙ;PERÚ;PERU;PÉROU;PERU;PERU;PERU;ПЕРУ;ΠΕΡΟΥ;PERU;秘鲁;;;;;;PER;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;True;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;151;0;0;0;0;0;-1;0;0;262144;120176740;0;20;1;0;0;-1;0;0;0;0
47;CHILE;147;15;393715;True;チリ;CHILE;CHILE;CHILE;CHILE;CILE;CHILE;CHILE;CHILI;CHILE;CHILI;CHILE;ЧИЛИ;ΧΙΛΗ;ŞİLİ;智利;;;;;;CHL;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;True;2;2;2;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;147;0;0;0;0;0;-1;0;0;851968;90898532;0;20;1;0;0;-1;0;0;0;0
48;PARAGUAY;150;15;393439;True;パラグアイ;PARAGUAY;PARAGUAY;PARAGUAY;PARAGUAY;PARAGUAY;PARAGUAI;PARAGUAI;PARAGUAY;PARAGUAY;PARAGUAY;PARAGUAY;ПАРАГВАЙ;ΠΑΡΑΓΟΥΑΗ;PARAGUAY;巴拉圭;;;;;;PRY;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;True;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;-1;0;0;2293760;90538084;0;20;1;0;0;-1;0;0;0;0
49;URUGUAY;152;15;493472;True;ウルグアイ;URUGUAY;URUGUAY;URUGUAY;URUGUAY;URUGUAY;URUGUAI;URUGUAI;URUGUAY;URUGUAY;URUGUAY;URUGUAY;УРУГВАЙ;ΟΥΡΟΥΓΟΥΑΗ;URUGUAY;乌拉圭;;;;;;URY;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;True;1;2;2;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;-1;0;0;2555904;46776420;0;20;1;0;0;-1;0;0;0;0
50;ARGENTINA;144;28;232879;True;アルゼンチン;ARGENTINA;ARGENTINA;ARGENTINA;ARGENTINA;ARGENTINA;ARGENTINA;ARGENTINA;ARGENTINE;ARGENTINIEN;ARGENTINIË;ARGENTINA;АРГЕНТИНА;ΑΡΓΕΝΤΙΝΗ;ARJANTİN;阿根廷;;;;;;ARG;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;True;1;1;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;144;0;0;0;0;0;-1;0;0;1966080;84377700;0;20;1;0;0;-1;0;0;0;0
51;ECUADOR;149;15;493505;True;エクアドル;ECUADOR;ECUADOR;ECUADOR;ECUADOR;ECUADOR;EQUADOR;EQUADOR;ÉQUATEUR;ECUADOR;ECUADOR;ECUADOR;ЭКВАДОР;ΕΚΟΥΑΔΟΡ;EKVADOR;厄瓜多尔;;;;;;ECU;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;True;2;2;2;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;149;0;0;0;0;0;-1;0;0;2818048;73760868;0;20;1;0;0;-1;0;0;0;0
52;JAPAN;13;60;393711;True;日本;JAPÓN;JAPÓN;JAPAN;JAPAN;GIAPPONE;JAPÃO;JAPÃO;JAPON;JAPAN;JAPAN;JAPAN;ЯПОНИЯ;ΙΑΠΩΝΙΑ;JAPONYA;日本;;;;;;JPN;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;True;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;-1;0;0;1966080;101023844;0;20;1;0;0;-1;0;0;0;0
53;REPUBLIC OF KOREA;16;13;393350;True;韓国;COREA DEL SUR;COREA DEL SUR;REPUBLIC OF KOREA;SOUTH KOREA;COREA DEL SUD;COREIA DO SUL;COREIA DO SUL;CORÉE DU SUD;SÜDKOREA;ZUID-KOREA;SYDKOREA;РЕСПУБЛИКА КОРЕЯ;ΝΟΤΙΑ ΚΟΡΕΑ;GÜNEY KORE;韩国;;;;;;KOR;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;True;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;-1;0;0;1114112;92913764;0;20;1;0;0;-1;0;0;0;0
54;CHINA;7;60;494966;True;中国;CHINA;CHINA;CHINA;CHINA;CINA;CHINA;CHINA;CHINE;CHINA;CHINA;KINA;КИТАЙ;ΚΙΝΑ;ÇİN;中国;;;;;;CHN;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;1;2;2;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;-1;0;0;262144;47349860;0;20;1;0;0;-1;0;0;0;0
55;IRAN;11;15;493533;True;イラン;IRÁN;IRÁN;IRAN;IRAN;IRAN;IRÃO;IRÃ;IRAN;IRAN;IRAN;IRAN;ИРАН;ΙΡΑΝ;İRAN;伊朗;;;;;;IRN;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;1;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;-1;0;0;1114112;119963748;0;20;1;0;0;-1;0;0;0;0
56;SAUDI ARABIA;31;60;493461;True;サウジアラビア;ARABIA SAUDITA;ARABIA SAUDÍ;SAUDI ARABIA;SAUDI ARABIA;ARABIA SAUDITA;ARÁBIA SAUDITA;ARÁBIA SAUDITA;ARABIE SAOUDITE;SAUDI-ARABIEN;SAOEDI-ARABIË;SAUDIARABIEN;САУДОВСКАЯ АРАВИЯ;ΣΑΟΥΔΙΚΗ ΑΡΑΒΙΑ;SUUDİ ARABİSTAN;沙特阿拉伯;;;;;;SAU;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;True;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;-1;0;0;1441792;136527972;0;20;1;0;0;-1;0;0;0;0
57;AUSTRALIA;162;17;494022;True;オーストラリア;AUSTRALIA;AUSTRALIA;AUSTRALIA;AUSTRALIA;AUSTRALIA;AUSTRÁLIA;AUSTRÁLIA;AUSTRALIE;AUSTRALIEN;AUSTRALIË;AUSTRALIEN;АВСТРАЛИЯ;ΑΥΣΤΡΑΛΙΑ;AVUSTRALYA;澳大利亚;;;;;;AUS;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;True;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;162;0;0;0;0;0;-1;0;0;0;147292260;0;20;1;0;0;-1;0;0;0;0
59;LATVIA;217;60;233443;True;ラトビア;LETONIA;LETONIA;LATVIA;LATVIA;LETTONIA;LETÓNIA;LETÔNIA;LETTONIE;LETTLAND;LETLAND;LETTLAND;ЛАТВИЯ;ΛΕΤΟΝΙΑ;LETONYA;拉脱维亚;;;;;;LVA;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;217;0;0;0;0;0;-1;0;0;3473408;63193188;0;20;1;0;0;-1;0;0;0;0
100;MANCHESTER UNITED;204;7;102776;False;マンチェスター ユナイテッド;;;MANCHESTER UNITED;;;;;;;;;;;;曼联;;;;;;MUN;MNR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;173;0;0;102;0;103;228;204;208;204;228;1454633;1746030464;-1;0;1;78512128;71632034;68;18;0;0;0;-1;0;0;0;0
101;ARSENAL;204;52;102109;False;アーセナル;;;ARSENAL;;;;;;;;;;;;阿森纳;;;;;;ARS;NLD;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;179;0;0;0;0;100;228;204;236;204;210;1118233;1225436768;-1;0;2;54397194;73450275;197;18;0;0;0;-1;0;0;0;0
102;CHELSEA B;204;18;362962;False;チェルシー B;;;CHELSEA B;;;;;;;;;;;;切尔西 蓝;;;;;;CHE;CHE;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;100;0;0;0;252;103;236;204;236;204;208;169114960;1762507680;-1;0;2;79169804;73549356;1;18;0;0;0;-1;0;0;0;0
103;LIVERPOOL R;204;42;362895;False;リヴァプール R;;;LIVERPOOL R;;;;;;;;;;;;利物浦 红;;;;;;LIV;LIV;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;207;0;100;0;0;0;0;102;146;204;146;204;224;1085367;1888336800;-1;0;2;45680906;73532715;4;2;0;0;0;-1;0;0;0;0
104;LEEDS W;204;42;262540;False;リーズ W;;;LEEDS W;;;;;;;;;;;;利兹 白;;;;;;LEE;LEE;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;232;204;236;204;232;178800;1979811488;-1;0;5;80218434;52479151;384;21;2;0;0;-1;0;0;0;0
